"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 10:00","2023","10","07","10:00","16.2","","6.7","","53","","0.0","","24","","11","","","","94.19","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 11:00","2023","10","07","11:00","18.4","","6.5","","46","","0.0","","25","","13","","","","94.18","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 12:00","2023","10","07","12:00","20.0","","6.7","","42","","0.0","","24","","15","","","","94.16","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 13:00","2023","10","07","13:00","20.8","","6.5","","40","","0.0","","24","","12","","","","94.12","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 14:00","2023","10","07","14:00","22.4","","5.9","","34","","0.0","","24","","13","","","","94.09","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 15:00","2023","10","07","15:00","22.8","","6.0","","34","","0.0","","24","","8","","","","94.05","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 16:00","2023","10","07","16:00","22.6","","5.2","","32","","0.0","","21","","9","","","","93.99","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 17:00","2023","10","07","17:00","20.9","","6.5","","39","","0.0","","16","","7","","","","93.95","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 18:00","2023","10","07","18:00","14.4","","5.6","","55","","0.0","","17","","11","","","","93.92","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 19:00","2023","10","07","19:00","13.8","","4.6","","54","","0.0","","16","","11","","","","93.89","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 20:00","2023","10","07","20:00","14.2","","4.3","","51","","0.0","","22","","4","","","","93.87","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 21:00","2023","10","07","21:00","12.6","","4.6","","58","","0.0","","17","","4","","","","93.84","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 22:00","2023","10","07","22:00","11.6","","4.3","","61","","0.0","","19","","4","","","","93.82","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-07 23:00","2023","10","07","23:00","9.8","","4.0","","67","","0.0","","23","","3","","","","93.81","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 00:00","2023","10","08","00:00","10.3","","3.6","","63","","0.0","","22","","5","","","","93.77","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 01:00","2023","10","08","01:00","10.8","","3.7","","62","","0.0","","19","","6","","","","93.72","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 02:00","2023","10","08","02:00","10.0","","3.5","","64","","0.0","","18","","3","","","","93.68","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 03:00","2023","10","08","03:00","11.3","","4.1","","61","","0.0","","17","","9","","","","93.62","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 04:00","2023","10","08","04:00","9.7","","2.8","","62","","0.0","","23","","4","","","","93.57","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 05:00","2023","10","08","05:00","9.1","","3.5","","68","","0.0","","19","","10","","","","93.57","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 06:00","2023","10","08","06:00","9.4","","3.4","","66","","0.0","","20","","7","","","","93.53","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 07:00","2023","10","08","07:00","7.6","","2.9","","72","","0.0","","20","","9","","","","93.57","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 08:00","2023","10","08","08:00","9.0","","3.9","","71","","0.0","","19","","7","","","","93.54","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 09:00","2023","10","08","09:00","11.3","","4.5","","63","","0.0","","19","","15","","","","93.55","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 10:00","2023","10","08","10:00","13.7","","5.1","","56","","0.0","","19","","13","","","","93.52","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 11:00","2023","10","08","11:00","15.9","","5.4","","50","","0.0","","19","","9","","","","93.49","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 12:00","2023","10","08","12:00","18.2","","5.0","","42","","0.0","","19","","8","","","","93.47","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 13:00","2023","10","08","13:00","19.6","","5.0","","38","","0.0","","18","","8","","","","93.45","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 14:00","2023","10","08","14:00","20.3","","4.6","","36","","0.0","","17","","11","","","","93.40","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 15:00","2023","10","08","15:00","21.1","","4.8","","34","","0.0","","19","","10","","","","93.40","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 16:00","2023","10","08","16:00","21.1","","4.7","","34","","0.0","","19","","8","","","","93.40","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 17:00","2023","10","08","17:00","18.4","","5.7","","43","","0.0","","16","","9","","","","93.38","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 18:00","2023","10","08","18:00","14.5","","4.1","","49","","0.0","","18","","5","","","","93.36","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 19:00","2023","10","08","19:00","12.5","","3.6","","55","","0.0","","15","","3","","","","93.33","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 20:00","2023","10","08","20:00","8.2","","3.3","","71","","0.0","","16","","5","","","","93.28","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 21:00","2023","10","08","21:00","8.3","","3.3","","71","","0.0","","28","","2","","","","93.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 22:00","2023","10","08","22:00","7.5","","2.9","","72","","0.0","","20","","4","","","","93.25","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-08 23:00","2023","10","08","23:00","7.7","","3.8","","76","","0.0","","20","","4","","","","93.22","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 00:00","2023","10","09","00:00","4.7","","1.8","","81","","0.0","","","","0","","","","93.21","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 01:00","2023","10","09","01:00","3.7","","1.5","","86","","0.0","","0","","1","","","","93.19","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 02:00","2023","10","09","02:00","2.8","","1.2","","89","","0.0","","6","","6","","","","93.17","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 03:00","2023","10","09","03:00","1.1","","0.1","","93","","0.0","","24","","2","","","","93.10","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 04:00","2023","10","09","04:00","1.1","","0.7","","97","","0.0","","24","","3","","","","93.07","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 05:00","2023","10","09","05:00","0.8","","0.5","","98","","0.0","","22","","3","","","","93.03","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 06:00","2023","10","09","06:00","1.4","","0.6","","94","","0.0","","7","","1","","","","93.02","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 07:00","2023","10","09","07:00","2.3","","1.6","","96","","0.0","","36","","1","","","","92.99","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 08:00","2023","10","09","08:00","4.1","","2.8","","91","","0.0","","","","0","","","","92.97","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 09:00","2023","10","09","09:00","8.0","","4.0","","76","","0.0","","4","","4","","","","92.93","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 10:00","2023","10","09","10:00","13.0","","4.9","","58","","0.0","","20","","5","","","","92.91","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 11:00","2023","10","09","11:00","16.1","","4.6","","47","","0.0","","11","","8","","","","92.87","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 12:00","2023","10","09","12:00","18.8","","5.1","","41","","0.0","","13","","8","","","","92.83","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 13:00","2023","10","09","13:00","20.4","","5.2","","37","","0.0","","13","","11","","","","92.78","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 14:00","2023","10","09","14:00","22.1","","5.8","","35","","0.0","","16","","9","","","","92.73","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 15:00","2023","10","09","15:00","22.3","","5.4","","33","","0.0","","16","","14","","","","92.71","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 16:00","2023","10","09","16:00","20.0","","6.5","","42","","0.0","","18","","12","","","","92.72","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 17:00","2023","10","09","17:00","16.6","","6.2","","50","","0.0","","14","","4","","","","92.70","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 18:00","2023","10","09","18:00","17.4","","6.2","","48","","0.0","","14","","9","","","","92.67","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 19:00","2023","10","09","19:00","17.8","","6.3","","47","","0.0","","14","","17","","","","92.63","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 20:00","2023","10","09","20:00","16.7","","6.2","","50","","0.0","","15","","14","","","","92.62","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 21:00","2023","10","09","21:00","15.6","","6.2","","53","","0.0","","16","","11","","","","92.60","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 22:00","2023","10","09","22:00","11.2","","5.4","","67","","0.0","","34","","2","","","","92.58","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-09 23:00","2023","10","09","23:00","8.5","","4.3","","75","","0.0","","2","","3","","","","92.55","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 00:00","2023","10","10","00:00","6.4","","4.1","","86","","0.0","","1","","2","","","","92.53","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 01:00","2023","10","10","01:00","6.6","","4.2","","85","","0.0","","5","","4","","","","92.51","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 02:00","2023","10","10","02:00","2.4","","1.5","","94","","0.0","","23","","3","","","","92.49","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 03:00","2023","10","10","03:00","3.7","","3.1","","96","","0.0","","3","","7","","","","92.44","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 04:00","2023","10","10","04:00","3.8","","3.6","","99","","0.0","","6","","9","","","","92.39","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 05:00","2023","10","10","05:00","2.0","","2.0","","100","","0.0","","3","","7","","","","92.35","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 06:00","2023","10","10","06:00","2.2","","2.2","","100","","0.0","","5","","5","","","","92.31","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 07:00","2023","10","10","07:00","0.1","","0.1","","100","","0.0","","3","","4","","","","92.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 08:00","2023","10","10","08:00","2.2","","2.2","","100","","0.0","","4","","4","","","","92.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 09:00","2023","10","10","09:00","6.7","","6.7","","100","","0.0","","4","","5","","","","92.22","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 10:00","2023","10","10","10:00","13.5","","6.0","","60","","0.0","","11","","6","","","","92.19","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 11:00","2023","10","10","11:00","16.5","","5.7","","49","","0.0","","17","","11","","","","92.19","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 12:00","2023","10","10","12:00","18.1","","5.7","","44","","0.0","","15","","9","","","","92.17","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 13:00","2023","10","10","13:00","18.3","","6.6","","46","","0.0","","17","","19","","","","92.16","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 14:00","2023","10","10","14:00","19.2","","7.4","","46","","0.0","","18","","14","","","","92.17","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 15:00","2023","10","10","15:00","21.2","","6.2","","38","","0.0","","17","","19","","","","92.18","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 16:00","2023","10","10","16:00","20.3","","6.4","","40","","0.0","","17","","17","","","","92.22","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 17:00","2023","10","10","17:00","17.8","","5.0","","43","","0.0","","21","","7","","","","92.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 18:00","2023","10","10","18:00","15.8","","5.2","","49","","0.0","","11","","4","","","","92.29","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 19:00","2023","10","10","19:00","13.4","","5.4","","59","","0.0","","10","","2","","","","92.28","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 20:00","2023","10","10","20:00","15.2","","5.1","","51","","0.0","","9","","9","","","","92.24","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 21:00","2023","10","10","21:00","15.6","","6.3","","54","","0.0","","10","","14","","","","92.23","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 22:00","2023","10","10","22:00","15.8","","6.8","","55","","0.0","","13","","16","","","","92.24","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-10 23:00","2023","10","10","23:00","15.8","","6.7","","55","","0.0","","13","","22","","","","92.24","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 00:00","2023","10","11","00:00","15.1","","6.5","","56","","0.0","","14","","23","","","","92.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 01:00","2023","10","11","01:00","14.3","","6.3","","58","","0.0","","14","","19","","","","92.28","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 02:00","2023","10","11","02:00","13.6","","6.2","","61","","0.0","","14","","14","","","","92.34","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 03:00","2023","10","11","03:00","12.7","","6.1","","64","","0.0","","5","","6","","","","92.43","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 04:00","2023","10","11","04:00","11.0","","6.4","","73","","0.0","","7","","16","","","","92.42","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 05:00","2023","10","11","05:00","11.2","","5.9","","70","","0.0","","10","","8","","","","92.54","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 06:00","2023","10","11","06:00","9.6","","5.8","","77","","0.0","","8","","12","","","","92.55","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 07:00","2023","10","11","07:00","9.4","","5.6","","78","","0.0","","9","","9","","","","92.59","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 08:00","2023","10","11","08:00","8.6","","5.4","","80","","0.0","","8","","10","","","","92.62","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 09:00","2023","10","11","09:00","9.1","","5.4","","77","","0.0","","9","","7","","","","92.73","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 10:00","2023","10","11","10:00","10.5","","5.7","","72","","0.0","","9","","7","","","","92.76","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 11:00","2023","10","11","11:00","11.7","","5.9","","67","","0.0","","8","","13","","","","92.78","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 12:00","2023","10","11","12:00","13.1","","6.0","","62","","0.0","","8","","17","","","","92.82","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 13:00","2023","10","11","13:00","14.0","","5.7","","57","","0.0","","7","","19","","","","92.85","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 14:00","2023","10","11","14:00","14.2","","5.9","","57","","0.0","","10","","13","","","","92.90","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 15:00","2023","10","11","15:00","14.3","","5.8","","57","","0.0","","9","","14","","","","92.98","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 16:00","2023","10","11","16:00","14.9","","6.2","","56","","0.0","","9","","10","","","","93.06","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 17:00","2023","10","11","17:00","13.3","","6.2","","62","","0.0","","6","","4","","","","93.14","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 18:00","2023","10","11","18:00","10.5","","4.6","","67","","0.0","","17","","7","","","","93.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 19:00","2023","10","11","19:00","11.2","","4.8","","65","","0.0","","15","","4","","","","93.34","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 20:00","2023","10","11","20:00","9.6","","4.4","","70","","0.0","","12","","5","","","","93.42","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 21:00","2023","10","11","21:00","9.3","","4.2","","70","","0.0","","11","","7","","","","93.49","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 22:00","2023","10","11","22:00","9.5","","4.1","","69","","0.0","","13","","11","","","","93.56","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-11 23:00","2023","10","11","23:00","8.1","","2.8","","69","","0.0","","17","","6","","","","93.65","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 00:00","2023","10","12","00:00","5.2","","2.5","","83","","0.0","","0","","1","","","","93.73","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 01:00","2023","10","12","01:00","6.4","","1.3","","70","","0.0","","20","","1","","","","93.80","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 02:00","2023","10","12","02:00","7.0","","0.2","","62","","0.0","","14","","2","","","","93.90","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 03:00","2023","10","12","03:00","5.1","","-0.1","","69","","0.0","","","","0","","","","93.99","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 04:00","2023","10","12","04:00","2.5","","-1.0","","78","","0.0","","0","","1","","","","94.06","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 05:00","2023","10","12","05:00","2.8","","-1.0","","76","","0.0","","22","","3","","","","94.16","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 06:00","2023","10","12","06:00","2.5","","-2.0","","72","","0.0","","10","","1","","","","94.23","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 07:00","2023","10","12","07:00","1.6","","-1.1","","82","","0.0","","21","","3","","","","94.31","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 08:00","2023","10","12","08:00","2.0","","0.2","","88","","0.0","","23","","6","","","","94.39","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 09:00","2023","10","12","09:00","4.1","","0.8","","80","","0.0","","22","","3","","","","94.47","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 10:00","2023","10","12","10:00","8.5","","2.2","","64","","","M","15","","7","","","","94.50","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 11:00","2023","10","12","11:00","11.3","","3.3","","58","","","M","24","","4","","","","94.57","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 12:00","2023","10","12","12:00","13.6","","1.9","","45","","0.0","","19","","12","","","","94.61","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 13:00","2023","10","12","13:00","14.5","","1.4","","41","","0.0","","17","","16","","","","94.62","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 14:00","2023","10","12","14:00","14.3","","2.1","","44","","0.0","","19","","12","","","","94.65","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 15:00","2023","10","12","15:00","13.3","","2.5","","48","","0.0","","22","","7","","","","94.69","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 16:00","2023","10","12","16:00","13.0","","3.2","","51","","0.0","","23","","3","","","","94.72","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 17:00","2023","10","12","17:00","12.1","","3.4","","55","","0.0","","11","","4","","","","94.73","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 18:00","2023","10","12","18:00","11.8","","4.1","","59","","0.0","","14","","7","","","","94.75","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 19:00","2023","10","12","19:00","10.1","","5.1","","71","","0.0","","16","","18","","","","94.77","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 20:00","2023","10","12","20:00","8.1","","4.6","","79","","0.0","","16","","17","","","","94.81","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 21:00","2023","10","12","21:00","7.0","","4.3","","83","","0.0","","17","","15","","","","94.84","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 22:00","2023","10","12","22:00","5.2","","3.4","","88","","0.0","","17","","7","","","","94.86","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-12 23:00","2023","10","12","23:00","4.3","","2.7","","90","","0.0","","20","","7","","","","94.87","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 00:00","2023","10","13","00:00","3.4","","2.3","","92","","0.0","","18","","5","","","","94.88","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 01:00","2023","10","13","01:00","2.8","","2.1","","95","","0.0","","19","","7","","","","94.88","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 02:00","2023","10","13","02:00","2.8","","2.2","","96","","0.0","","17","","7","","","","94.88","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 03:00","2023","10","13","03:00","2.8","","2.3","","97","","0.0","","14","","5","","","","94.86","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 04:00","2023","10","13","04:00","3.2","","2.6","","96","","0.0","","16","","13","","","","94.83","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 05:00","2023","10","13","05:00","3.1","","2.5","","96","","0.0","","15","","19","","","","94.80","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 06:00","2023","10","13","06:00","2.9","","2.4","","96","","0.0","","15","","10","","","","94.79","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 07:00","2023","10","13","07:00","2.9","","2.3","","96","","0.0","","13","","10","","","","94.80","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 08:00","2023","10","13","08:00","4.2","","3.2","","94","","0.0","","16","","15","","","","94.80","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 09:00","2023","10","13","09:00","5.0","","3.4","","90","","0.0","","16","","19","","","","94.80","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 10:00","2023","10","13","10:00","5.4","","3.4","","87","","0.0","","16","","17","","","","94.82","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 11:00","2023","10","13","11:00","7.0","","3.4","","78","","0.0","","16","","20","","","","94.79","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 12:00","2023","10","13","12:00","7.9","","3.3","","72","","0.0","","14","","16","","","","94.73","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 13:00","2023","10","13","13:00","10.5","","4.0","","64","","0.0","","14","","16","","","","94.67","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 14:00","2023","10","13","14:00","11.9","","2.2","","51","","0.0","","14","","19","","","","94.59","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 15:00","2023","10","13","15:00","12.2","","2.2","","50","","0.0","","14","","17","","","","94.54","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 16:00","2023","10","13","16:00","11.5","","1.4","","50","","0.0","","13","","21","","","","94.51","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 17:00","2023","10","13","17:00","10.6","","1.9","","55","","0.0","","15","","15","","","","94.48","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 18:00","2023","10","13","18:00","9.5","","2.4","","61","","0.0","","15","","16","","","","94.47","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 19:00","2023","10","13","19:00","8.3","","2.3","","66","","0.0","","15","","16","","","","94.46","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 20:00","2023","10","13","20:00","8.0","","1.9","","65","","0.0","","14","","17","","","","94.40","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 21:00","2023","10","13","21:00","7.5","","1.2","","64","","0.0","","15","","15","","","","94.37","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 22:00","2023","10","13","22:00","7.0","","0.4","","63","","0.0","","16","","18","","","","94.34","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-13 23:00","2023","10","13","23:00","6.5","","0.7","","66","","0.0","","15","","19","","","","94.31","","","","","","NA"
